# theta (rad) index_of_mode
       0.0419412 66
         2.26572 7
        0.832735 9
       0.0857322 8
         2.26572 7
       0.0857322 8
         2.26572 7
       0.0419412 66
         2.57034 12
       0.0857322 8
       0.0857322 8
       0.0419412 66
         2.26572 7
         2.57034 12
       0.0857322 8
         2.74526 19459
       0.0419412 66
          2.9389 19025
         2.57034 12
         2.57034 12
         2.57034 12
        0.807275 19431
         2.57034 12
       0.0419412 66
       0.0419412 66
       0.0419412 66
         1.70772 15
       0.0456731 133
          2.1864 17848
      0.00314662 148
       0.0419412 66
         2.58713 19148
       0.0419412 66
      0.00314662 148
         1.94149 19912
         2.53999 18827
         2.41967 18216
         2.52041 16813
       0.0419412 66
       0.0349137 19187
         1.46196 19813
       0.0419412 66
         2.57034 12
         2.48103 19083
       0.0419412 66
       0.0419412 66
         1.08934 18980
         2.57034 12
         0.82083 18185
        0.706267 368
       0.0857322 8
       0.0857322 8
         2.03948 19122
         2.26572 7
        0.195917 18544
       0.0857322 8
       0.0857322 8
       0.0857322 8
         2.03948 19122
         1.61867 81
         1.35402 19577
        0.795231 18227
       0.0419412 66
         1.53183 18446
         2.57034 12
       0.0857322 8
         1.61867 81
         2.57034 12
         2.57034 12
        0.479443 19232
         2.57034 12
       0.0857322 8
       0.0419412 66
         2.57034 12
      0.00314662 148
         2.57034 12
       0.0349137 19187
         2.57034 12
         1.70772 15
         2.57034 12
         2.57034 12
       0.0419412 66
        0.560517 19495
       0.0419412 66
         1.70772 15
         2.11093 19923
       0.0419412 66
         2.57034 12
         0.77086 15946
         2.81536 19279
         2.81536 19279
        0.290167 477
         2.57034 12
         2.14047 63
         2.61524 19614
       0.0419412 66
        0.420993 17865
       0.0419412 66
         1.96946 765
        0.706267 368
         2.57034 12
         1.35402 19577
         1.15646 19652
        0.832735 9
         2.26572 7
        0.477262 19715
       0.0857322 8
       0.0857322 8
       0.0857322 8
       0.0857322 8
       0.0857322 8
       0.0857322 8
         2.96887 19967
       0.0419412 66
         1.61867 81
         2.57034 12
       0.0857322 8
       0.0857322 8
         2.67865 19564
         2.57034 12
       0.0419412 66
         2.57034 12
        0.945944 19877
         1.70772 15
         2.71002 19515
       0.0857322 8
         2.97478 1470
        0.716857 119
         2.57034 12
       0.0419412 66
        0.716857 119
         1.13003 19853
         1.56327 19539
        0.716857 119
        0.979366 19549
         2.57034 12
        0.752721 19982
      0.00314662 148
         0.24883 18806
       0.0419412 66
         2.85478 19900
         2.31089 19712
        0.290167 477
         3.05201 110
       0.0166045 19562
        0.511185 19796
        0.387309 19517
         0.82083 18185
       0.0419412 66
         2.19578 19508
         2.03948 19122
       0.0857322 8
         2.26572 7
         2.26572 7
       0.0857322 8
       0.0419412 66
       0.0857322 8
        0.832735 9
         1.45199 17906
       0.0857322 8
         1.53183 18446
         1.35402 19577
         1.01795 18613
         2.57034 12
          1.6719 168
         2.57034 12
         0.96697 18894
       0.0419412 66
         1.22111 19634
       0.0419412 66
         2.57034 12
       0.0857322 8
          2.9389 19025
        0.884007 19395
         2.57034 12
         1.80821 17791
         2.57034 12
         1.61858 17144
          2.0782 2904
       0.0419412 66
         1.54658 2457
        0.716857 119
         2.26204 1715
         2.14047 63
       0.0419412 66
         2.53999 18827
       0.0349137 19187
         2.57034 12
        0.716857 119
         3.09204 18103
         2.57034 12
         3.05201 110
         2.11093 19923
        0.291395 19510
         1.01254 19934
         2.26716 19890
        0.550615 18566
         2.11093 19923
        0.322262 19310
         2.04307 18066
       0.0857322 8
         1.61867 81
         2.67865 19564
       0.0857322 8
          1.9569 19294
       0.0857322 8
         1.61867 81
       0.0857322 8
       0.0857322 8
       0.0857322 8
         2.75597 19624
         1.53183 18446
        0.832735 9
         1.61867 81
         1.69841 238
        0.832735 9
         0.89479 18998
         2.57034 12
         2.57372 19066
       0.0419412 66
         2.57372 19066
       0.0419412 66
         1.61867 81
       0.0857322 8
         2.57034 12
       0.0857322 8
       0.0857322 8
       0.0419412 66
      0.00314662 148
         2.57034 12
       0.0419412 66
       0.0419412 66
         2.57034 12
        0.716857 119
         2.57034 12
         1.96946 765
         1.88927 231
        0.716857 119
         1.46196 19813
         2.20021 19596
         2.97478 1470
       0.0419412 66
        0.290167 477
       0.0419412 66
       0.0419412 66
         2.57034 12
         2.03561 2091
       0.0419412 66
        0.761059 19891
          1.4424 19451
        0.832735 9
         2.26572 7
         2.45579 19952
       0.0857322 8
       0.0857322 8
         2.26572 7
         2.26572 7
         2.57034 12
       0.0857322 8
         2.51542 19137
         2.57034 12
       0.0857322 8
        0.627585 1299
       0.0857322 8
         2.57034 12
       0.0857322 8
       0.0857322 8
         1.61867 81
       0.0857322 8
         1.22111 19634
        0.387252 18111
       0.0857322 8
         2.57034 12
         2.76754 166
         2.57034 12
       0.0419412 66
         1.61867 81
         1.88561 19603
       0.0419412 66
        0.761934 19559
        0.750986 304
         2.26716 19890
         1.88927 231
         1.88927 231
        0.716857 119
        0.550615 18566
        0.716857 119
       0.0419412 66
       0.0419412 66
        0.994947 18856
       0.0267634 471
         2.26572 7
         2.57034 12
        0.387309 19517
         2.57034 12
        0.550615 18566
       0.0419412 66
         2.06403 19398
         2.57034 12
       0.0267634 471
         2.26572 7
       0.0419412 66
         1.61867 81
         2.26572 7
       0.0857322 8
         2.26572 7
         2.57034 12
         1.72794 19328
        0.538904 19805
          1.9569 19294
       0.0857322 8
        0.807275 19431
       0.0857322 8
        0.832735 9
         2.57034 12
         1.61867 81
         1.45619 19898
         1.22111 19634
       0.0419412 66
       0.0857322 8
        0.832735 9
       0.0857322 8
       0.0349137 19187
         2.57034 12
         2.57034 12
       0.0419412 66
         2.57034 12
         1.70772 15
         2.57034 12
         1.61858 17144
         2.57034 12
       0.0419412 66
         1.88927 231
         3.11884 18140
         1.22562 18912
        0.750986 304
       0.0419412 66
         3.05201 110
        0.994947 18856
         2.26204 1715
         3.09204 18103
       0.0204226 19488
      0.00314662 148
         2.14047 63
         1.08934 18980
        0.748256 147
         2.57034 12
        0.290167 477
       0.0419412 66
       0.0419412 66
         2.38019 19185
        0.257592 19133
         2.26572 7
       0.0857322 8
         1.61867 81
       0.0857322 8
         2.26572 7
        0.832735 9
         2.26572 7
       0.0857322 8
         1.35402 19577
       0.0857322 8
        0.407197 16863
       0.0857322 8
       0.0857322 8
         2.57034 12
       0.0857322 8
         2.84134 19455
         2.57034 12
         1.61867 81
        0.761059 19891
       0.0857322 8
       0.0349137 19187
      0.00314662 148
         2.96079 653
       0.0857322 8
         1.26748 18877
       0.0857322 8
         2.57034 12
        0.716857 119
         2.57034 12
       0.0419412 66
       0.0857322 8
         1.88927 231
         2.57034 12
         1.21841 97
         2.57034 12
       0.0419412 66
       0.0267634 471
       0.0419412 66
         2.73792 18479
      0.00314662 148
         2.57034 12
       0.0419412 66
         1.69871 19762
         2.57034 12
         3.09204 18103
       0.0419412 66
         2.06403 19398
       0.0419412 66
         2.26572 7
         2.26572 7
         2.26572 7
       0.0419412 66
         2.26572 7
         2.26572 7
         2.57034 12
         2.03948 19122
        0.832735 9
        0.832735 9
         1.01795 18613
        0.832735 9
         1.45199 17906
       0.0419412 66
       0.0857322 8
        0.604186 19095
         1.61867 81
         2.91509 18211
       0.0857322 8
         2.26572 7
        0.861084 19380
        0.584351 18286
       0.0857322 8
       0.0857322 8
         1.80821 17791
         1.57028 19100
       0.0419412 66
       0.0419412 66
       0.0419412 66
       0.0419412 66
         1.88927 231
          2.7408 19000
         2.57034 12
        0.994947 18856
         2.26204 1715
      0.00314662 148
         1.96946 765
        0.716857 119
       0.0419412 66
         1.30972 14281
         1.82166 18676
        0.387309 19517
        0.994947 18856
       0.0419412 66
        0.716857 119
        0.216373 19230
        0.706267 368
       0.0267634 471
       0.0419412 66
       0.0419412 66
         1.42994 19005
         1.36381 538
       0.0857322 8
       0.0419412 66
         2.45957 19142
       0.0857322 8
         2.26572 7
       0.0419412 66
         2.99221 18235
        0.440567 19056
         2.26572 7
        0.832735 9
         1.61867 81
       0.0857322 8
         2.57034 12
         2.26572 7
         1.61867 81
         1.61867 81
       0.0857322 8
       0.0857322 8
       0.0857322 8
       0.0857322 8
       0.0419412 66
       0.0419412 66
      0.00314662 148
        0.861084 19380
        0.982116 18249
          1.6719 168
       0.0419412 66
        0.387309 19517
         3.06085 19252
         1.61858 17144
          2.7779 19211
         2.57034 12
        0.861084 19380
       0.0419412 66
         1.88927 231
       0.0419412 66
        0.750986 304
       0.0419412 66
       0.0419412 66
         2.16809 19883
         3.11884 18140
       0.0204226 19488
         2.14047 63
       0.0419412 66
         2.57034 12
         2.57034 12
       0.0419412 66
       0.0419412 66
         1.61867 81
         2.26572 7
         2.26572 7
         1.72794 19328
         2.26572 7
         1.61867 81
         1.61867 81
         2.43192 784
         2.96887 19967
         2.26572 7
         2.57034 12
         2.26572 7
       0.0857322 8
         2.26572 7
         1.61867 81
       0.0857322 8
         2.57034 12
       0.0419412 66
       0.0419412 66
       0.0857322 8
         2.51542 19137
       0.0349137 19187
         1.45619 19898
       0.0857322 8
       0.0857322 8
       0.0857322 8
         1.80821 17791
       0.0419412 66
       0.0857322 8
       0.0419412 66
       0.0419412 66
         1.69841 238
      0.00314662 148
          2.7408 19000
       0.0419412 66
         1.45499 17576
        0.761934 19559
         1.88927 231
         2.26716 19890
         1.88927 231
         2.06403 19398
        0.861084 19380
       0.0267634 471
       0.0419412 66
         3.05201 110
       0.0419412 66
       0.0419412 66
         2.57034 12
         2.57034 12
       0.0419412 66
       0.0857322 8
         2.45957 19142
       0.0419412 66
         1.35402 19577
         2.26572 7
         2.26572 7
        0.832735 9
         2.26572 7
         1.61867 81
       0.0857322 8
        0.832735 9
        0.832735 9
         2.57034 12
       0.0857322 8
         1.61867 81
         1.61867 81
       0.0857322 8
       0.0857322 8
         2.45957 19142
       0.0857322 8
        0.560517 19495
       0.0857322 8
          0.6683 19914
       0.0857322 8
        0.979366 19549
         1.80821 17791
       0.0419412 66
       0.0857322 8
         1.88927 231
      0.00314662 148
       0.0419412 66
       0.0419412 66
          2.7408 19000
       0.0857322 8
       0.0857322 8
        0.761059 19891
        0.716857 119
       0.0419412 66
         1.61858 17144
         1.30972 14281
       0.0419412 66
       0.0419412 66
        0.716857 119
        0.972523 2256
         1.61858 17144
         2.57034 12
         2.14047 63
         2.14047 63
      0.00314662 148
         1.69871 19762
       0.0419412 66
         1.35402 19577
        0.846769 19278
         2.67865 19564
       0.0419412 66
         2.93887 19608
       0.0419412 66
       0.0419412 66
         1.35402 19577
        0.832735 9
         2.03948 19122
         2.26572 7
         2.57034 12
       0.0857322 8
       0.0857322 8
         0.89479 18998
       0.0419412 66
         1.56327 19539
         2.57034 12
         1.80821 17791
       0.0857322 8
         0.50552 19759
       0.0857322 8
       0.0419412 66
        0.221851 19928
         2.26082 19782
         1.57028 19100
       0.0419412 66
         1.47353 997
         1.69841 238
        0.861084 19380
       0.0419412 66
       0.0857322 8
       0.0419412 66
        0.716857 119
       0.0419412 66
       0.0857322 8
         3.06085 19252
          2.0782 2904
          2.0782 2904
       0.0419412 66
         1.88927 231
       0.0419412 66
        0.387309 19517
       0.0419412 66
       0.0419412 66
         2.57034 12
       0.0419412 66
         1.18009 844
       0.0419412 66
         2.61898 19490
       0.0419412 66
         2.26572 7
         2.26572 7
       0.0419412 66
         2.26572 7
        0.832735 9
         2.27189 19955
         2.26572 7
        0.262582 19849
        0.832735 9
         2.71002 19515
       0.0857322 8
         1.80821 17791
       0.0857322 8
       0.0857322 8
       0.0857322 8
         0.50552 19759
         1.80821 17791
       0.0857322 8
         2.57034 12
         1.45499 17576
         2.96887 19967
       0.0857322 8
          2.7779 19211
         2.57034 12
         3.06085 19252
       0.0419412 66
       0.0857322 8
         1.58328 18119
         1.88927 231
         1.96946 765
         1.96946 765
         1.69871 19762
         3.04157 1813
         1.26748 18877
       0.0857322 8
       0.0419412 66
        0.786267 19209
       0.0419412 66
       0.0857322 8
         1.80821 17791
         1.88927 231
       0.0419412 66
       0.0419412 66
         2.03356 18010
       0.0419412 66
         2.39083 19519
         2.57034 12
       0.0419412 66
         2.26572 7
         2.26572 7
        0.626773 19689
         1.95596 19514
        0.626773 19689
         2.26572 7
         2.26572 7
       0.0857322 8
        0.832735 9
         2.71002 19515
         2.26572 7
         1.61867 81
         1.61867 81
       0.0857322 8
       0.0857322 8
         2.44611 19714
       0.0857322 8
       0.0857322 8
       0.0857322 8
         1.80821 17791
       0.0857322 8
       0.0857322 8
       0.0857322 8
         1.36051 18920
       0.0857322 8
       0.0857322 8
       0.0857322 8
        0.922536 19192
       0.0857322 8
       0.0857322 8
          2.7779 19211
         1.88927 231
         2.86353 19686
         1.45125 18172
        0.290167 477
        0.290167 477
       0.0419412 66
       0.0857322 8
       0.0419412 66
       0.0857322 8
         2.57034 12
          2.7408 19000
         2.30811 19784
       0.0419412 66
         2.42923 1569
       0.0267634 471
         0.17933 17986
         2.57034 12
