# index eigen f_xx f_xxx pxx_x pyy_x pzz_x pxy_x pxz_x pyz_x
2752    42.3795    42.4339  0.0158434 -0.00196079 0.00157344          0 0.00194601          0          0
2753    42.3902    42.4424   0.134281 0.00386358 -0.00262021          0 0.00384727          0          0
2754     42.396    42.4293  -0.149647 0.000311215 -0.00393312          0 -0.000771558          0          0
2755    42.4255    42.4824  0.0941234 0.00160326 -0.000299439          0 -0.000724018          0          0
2756    42.4502    42.5088 -0.0605978 0.000713753 -0.000733363          0 0.00467433          0          0
2757    42.4716    42.5162  0.0635438 0.00135604 0.00323166          0 -0.00164764          0          0
2758    42.4815    42.5065  -0.332423 -0.00309841 0.00292685          0 -0.000286373          0          0
2759    42.5016    42.5586   0.318343 0.000241807 0.00267287          0 -0.000676278          0          0
2760    42.5188    42.5802   0.694822 0.000157238 0.00178545          0 0.000362734          0          0
2761     42.529    42.5788 -0.0415683 0.000755644 0.00238491          0 -0.00143949          0          0
2762    42.5607    42.6166   0.110311 -0.00247605 0.00118969          0 0.000303838          0          0
2763     42.586    42.5847   0.299089 -0.00313744 0.000421296          0 -0.000163118          0          0
2764     42.603    42.6242  -0.304271 -0.000477465 -0.000332956          0 0.00187518          0          0
2765    42.6095    42.6771  0.0272912 0.000763887 -0.00173392          0 0.00022054          0          0
2766    42.6334    42.6594   0.439228  0.0035944 -0.00377885          0 0.000639292          0          0
2767    42.6413    42.6947  -0.621223 0.000944404 -0.00166367          0 0.00175677          0          0
2768    42.6631    42.7121   0.776474 -0.00263382 0.000307677          0 0.000806589          0          0
2769     42.677    42.6993   0.399918 0.00303635 0.00105692          0 -0.00126718          0          0
2770    42.7112    42.7781    0.17064 -0.00114073 0.00308052          0 -0.000434077          0          0
2771    42.7204    42.7346  -0.415247 -0.000728961 -0.00332637          0 -0.00212543          0          0
2772    42.7384    42.7854  -0.412795 -0.00299734  0.0011325          0 0.00320787          0          0
2773    42.7514    42.7948   0.330162 0.00142899 -0.000442484          0 1.25448e-05          0          0
2774     42.779     42.796  -0.906456 0.00162908 0.000564594          0 -0.000732848          0          0
2775    42.7857    42.8326  0.0527374 -0.00173959 0.00452104          0 0.000968615          0          0
2776    42.8168    42.8578   0.232734 0.000479524 -0.000623987          0 -0.0010431          0          0
2777    42.8256    42.8465  -0.565577 0.000253349 -0.0017972          0 0.00172506          0          0
2778    42.8325    42.8364   0.212536 -0.000892284 -0.000288818          0 0.00410355          0          0
2779      42.84    42.9195 -0.0364553 -0.00297169 0.00138967          0 0.00467448          0          0
2780    42.8722    42.9173   0.167311 0.00290091 0.00146015          0 -0.000115973          0          0
2781    42.8938    42.9507  0.0711565 -0.00105921 0.000269377          0 0.00112335          0          0
2782     42.905    42.9589 -0.0892181 -0.00322713 -0.000797408          0 0.00210881          0          0
2783    42.9198    42.9589    1.04642 -0.00101121 0.00173195          0 0.00175829          0          0
2784    42.9476    43.0079   0.095755 0.00624753 -0.00484382          0 0.00265408          0          0
2785    42.9578    43.0002 -0.0855498 0.000150985 -0.00213706          0 -0.000941065          0          0
2786    42.9719    43.0095    -1.3145 -0.00278283 -0.00132913          0 -0.00101405          0          0
2787    42.9969    43.0502  0.0563941 0.00227385 -2.53057e-05          0 -9.33573e-05          0          0
2788    43.0047    43.0783   0.512935 0.000985509 -0.000468747          0 0.00176137          0          0
2789    43.0215    43.0807  -0.140262 0.000461606 0.000738352          0 -0.00460047          0          0
2790     43.036      43.08   0.053702 -0.000241645 3.69103e-05          0 0.00291329          0          0
2791    43.0616    43.0668   0.407612 -0.00167272 -0.000313968          0 -0.00166892          0          0
2792    43.0721    43.1257  -0.731407 -0.00286189 -0.000140028          0 0.00139549          0          0
2793    43.1128    43.1653 -0.0626214 0.000263896 -0.000895815          0 -0.00184629          0          0
2794    43.1309     43.192  -0.277069 -0.0016721 0.000674336          0 0.000901149          0          0
2795    43.1433    43.1818   0.105596  0.0068414 -0.00360637          0 0.000133477          0          0
2796    43.1583    43.2145 -0.0109848 0.000713729  0.0017177          0 -0.000903048          0          0
2797    43.1799    43.2073   0.194386 -0.000655176 -0.000684493          0 0.00222174          0          0
2798    43.1883    43.2512   0.209138 0.00125253 0.00125501          0 0.000400066          0          0
2799    43.1921    43.2557   0.524071 -0.00217774 -0.000855788          0 -0.000825921          0          0
2800    43.2211    43.2577   0.351357 -0.00112249 -0.0029326          0 -0.000527752          0          0
2801    43.2354    43.2589  0.0030268 -0.000556782 -0.00263954          0  0.0020642          0          0
2802    43.2592    43.2921   0.250073 -0.00395736 0.00359047          0 0.000894874          0          0
2803    43.2664    43.3049   -0.36846  0.0018677 -0.0042892          0 0.00268511          0          0
2804    43.2851    43.3051   -0.43099 0.00149043 -0.000327219          0 -0.000368236          0          0
2805    43.2973    43.3388   0.532285 0.000593428 -0.000708806          0 -0.000196428          0          0
2806    43.3088    43.3552  -0.272527 -0.000913465 -0.000104467          0 -0.000220187          0          0
2807    43.3479    43.3897 -0.0936162 0.00324202 0.000885128          0 -0.00390461          0          0
2808     43.364    43.3875  -0.122395 -0.00195319 0.00292062          0 0.000154332          0          0
2809    43.3758    43.4355   -0.14969 -0.00247027 0.000679006          0 0.000629914          0          0
2810    43.3867    43.4162 -0.0898921 -0.000196692 -0.00181879          0 -0.00282053          0          0
2811    43.3939     43.436  -0.719015 0.00441901 -0.00245407          0 -0.00220783          0          0
2812    43.4095    43.4218   0.251327 0.00248503 -0.00261841          0 0.000806835          0          0
2813    43.4338    43.5156   -0.89537  0.0025087 -0.00294784          0 0.00296567          0          0
2814    43.4406    43.4258  -0.123128 -0.0011348 -0.00261153          0 0.000295802          0          0
2815    43.4611    43.4798  -0.340745 -7.33055e-05 -0.00205751          0 0.00190263          0          0
2816    43.4733    43.4769   0.646307 -0.00257268 1.45916e-06          0 -0.00150731          0          0
2817     43.486     43.551  -0.343522 0.00362775 -0.00175352          0 -0.00205943          0          0
2818    43.4937    43.5451   -0.85308 0.00126245 -0.00180022          0 0.00204143          0          0
2819    43.5368    43.5689  0.0202422 0.00178472 -0.00306197          0 0.00200806          0          0
2820    43.5476    43.5891  -0.612451 0.00119216 -0.00067438          0 0.00328176          0          0
2821    43.5573    43.5728   0.145603 -0.00222669 0.00362219          0 -0.00101476          0          0
2822    43.5713    43.6072  0.0877895 0.00245136 -0.00208717          0 -0.000756775          0          0
2823    43.5786    43.6077  -0.265985 -0.000608423 -0.00132086          0 0.00161852          0          0
2824    43.5981    43.6201  0.0720907 0.00124884 0.000191249          0 0.00427664          0          0
2825    43.6257    43.6704  -0.948793 0.00113872 0.00386276          0 0.00139331          0          0
2826    43.6452    43.6737   0.113225 0.00190644 -0.00221328          0 0.00286918          0          0
2827    43.6483    43.6942   0.679616 0.00492012 0.00070703          0 -0.00105934          0          0
2828    43.6638    43.7478  -0.151949 -2.37015e-05 0.00200464          0 0.000877882          0          0
2829    43.6877    43.7382  -0.065968 0.000236809 -0.00121215          0 -0.00341574          0          0
2830    43.6999    43.7468  -0.058217 -0.00609985 0.00632837          0 -0.000483517          0          0
2831    43.7067    43.7295  -0.300018 -0.00458826 0.00360471          0 0.000405337          0          0
2832    43.7261    43.7904 -0.0225881 -0.00113299 -0.00481859          0 -0.00200608          0          0
2833    43.7526    43.7951  -0.316073 -0.00147156 0.00135524          0 0.00145503          0          0
2834    43.7609     43.825  -0.174336 -0.000152762 0.00134551          0 -0.00124627          0          0
2835    43.7762    43.8073 -0.0464118 0.000319643 -0.00361629          0 -1.95274e-05          0          0
2836    43.7831     43.835  -0.168549 0.000107252 0.00150328          0 0.00244648          0          0
2837    43.8166    43.8782   0.206233 -0.00197327 0.000124416          0 0.00239791          0          0
2838    43.8313    43.8596   0.217455 0.00181707 0.00170901          0 0.000370422          0          0
2839    43.8466    43.9172   0.558272 -0.000372846 0.00166359          0 0.000348542          0          0
2840    43.8579    43.9019  -0.393267 0.00301458 -0.00178202          0 0.000386392          0          0
2841    43.8641    43.9439   0.152301 -0.00136757 -0.000751294          0 -0.00168113          0          0
2842    43.8824    43.9229  0.0736951  0.0001659 0.00241905          0 0.00538861          0          0
2843    43.9004    43.9388   0.930412 0.000338277 -0.00103122          0 -0.00137846          0          0
2844    43.9259    43.9601    2.12239 0.00332403 -0.00312156          0 -0.00246553          0          0
2845    43.9369    44.0056  -0.491062 3.86147e-06 -0.00138854          0 0.000415104          0          0
2846    43.9423    44.0008   0.072626 0.000772502 -0.000784483          0 -0.00357604          0          0
2847    43.9554     43.996  -0.236052 0.00300072 -0.00091869          0 0.00107539          0          0
2848    43.9584    43.9981  -0.172473 0.000534018 0.00228121          0 0.000391465          0          0
2849    43.9804    44.0181    0.17654 0.00355386 -0.00051013          0 0.00296692          0          0
2850    44.0158    44.0939  -0.594823 -0.000418362 0.00155812          0 -0.00144464          0          0
2851    44.0441    44.0844 -0.0570483 0.00277688 0.00139308          0  0.0028175          0          0
2852    44.0513    44.1406  -0.168995 0.00111393 0.00138396          0 0.00257022          0          0
2853    44.0673    44.1019   0.145934 0.000961052 0.00286378          0 -0.00107744          0          0
2854    44.0713    44.1238 -0.0561681 -0.00457318 -0.000934357          0 0.00159111          0          0
2855    44.0908    44.1295   0.269529 -0.000740716 0.000403525          0 0.00209447          0          0
2856    44.1009    44.1621   0.198092 0.00253192 0.00195029          0 0.000812785          0          0
2857    44.1247    44.2066   -2.25378 0.00133497 0.00247316          0 -0.000626517          0          0
2858    44.1407    44.1722   0.915624  0.0040616 -0.00136742          0 0.000832443          0          0
2859    44.1622    44.2213   0.386702 0.00259771 0.000563352          0 -6.79995e-05          0          0
2860    44.1939     44.256   0.285795 -0.000311562 -0.000128013          0 8.36354e-05          0          0
2861    44.2057    44.2718     4.7214 0.00178174 -0.00438247          0 0.00180384          0          0
2862    44.2166     44.256   0.243424 0.000297498 0.000924108          0 0.000430033          0          0
2863    44.2222    44.2812    -1.4485 0.00185755 -0.00125257          0 -0.000550786          0          0
2864    44.2306    44.2649   0.129977 0.000368403 0.000743295          0 -0.00306562          0          0
2865    44.2486    44.2835   0.264572 0.000372923 0.00111404          0 0.00138351          0          0
2866    44.2718     44.359   0.239724  0.0027054 -0.00311142          0  0.0015083          0          0
2867    44.3029    44.3469  -0.160581 -0.00430296 0.00167943          0 0.000987237          0          0
2868    44.3118    44.3448  -0.971837 -0.00161663 -0.00193862          0 -0.00083698          0          0
2869    44.3219    44.3377   0.933535 0.00264549 -0.00421908          0 0.00441372          0          0
2870    44.3398    44.3631 -0.0145113 -0.00240172 0.000847201          0 -0.000985602          0          0
2871    44.3616    44.4342  -0.079349 -0.0038654 0.00346078          0 0.00128913          0          0
2872    44.3641    44.4093  -0.985506 0.000918109 -4.15582e-05          0 0.00157325          0          0
2873    44.3746    44.4405    1.05752 -7.74255e-05 0.00550928          0 7.44924e-05          0          0
2874    44.4011    44.4515  0.0620703 -0.00232481  0.0017397          0 0.00395945          0          0
2875    44.4036     44.427  -0.881526 -0.00164413 -0.00130966          0 -0.0013906          0          0
2876    44.4356    44.4571  -0.512583 -0.000126048  0.0034752          0 0.00245597          0          0
2877    44.4538    44.5447   0.163646 -0.00494783 0.00431425          0  -0.002393          0          0
2878    44.4625    44.5168   0.297532 0.00050272 0.00288917          0 0.000275407          0          0
2879    44.4793     44.552  -0.312802 -0.00404587 0.00195144          0 0.00174112          0          0
2880    44.4902    44.5532  0.0525378 -0.000639118 -0.000961384          0 0.00103601          0          0
2881    44.4986    44.5427   0.712594  0.0012133  0.0010476          0  -0.001874          0          0
2882    44.5075    44.5666   0.169662 -0.000157452 -0.000608769          0 -0.00185729          0          0
2883    44.5301    44.5555  -0.324027 0.00317843 -0.000512672          0 0.00319008          0          0
2884    44.5492    44.5847  0.0389437 -0.00289544 0.00141103          0 -0.00145416          0          0
2885    44.5555    44.6254  -0.136127 0.00475499 -0.0019661          0 -0.000909325          0          0
2886    44.5785    44.6414   0.213255 0.00196472 -0.00305736          0 0.00160436          0          0
2887    44.5915    44.6263  -0.474617 0.000757302 -0.0023264          0 -0.00293267          0          0
2888    44.5966    44.6625   0.289977 -9.58235e-05 0.00165499          0 0.00083804          0          0
2889    44.6124    44.6451    0.13586 0.00476519 -0.00141276          0 -7.60305e-05          0          0
2890    44.6315      44.67  -0.470055 0.000842764 -0.00467078          0 -0.000765801          0          0
2891    44.6489    44.7092  -0.126999 -0.00162187 -0.00578596          0 -0.000777903          0          0
2892    44.6546    44.7044  -0.559187 -0.00173648 9.42807e-05          0 0.000543379          0          0
2893    44.6803    44.7031  0.0424131 0.00156013 -0.000138568          0 -0.00142576          0          0
2894    44.7095    44.7323  0.0939625 0.00174612 0.00112615          0 0.00329879          0          0
2895     44.716     44.735    0.16203 0.00128133 0.00297664          0 0.00331801          0          0
2896    44.7456    44.7596  0.0663893 0.000620976 0.00108403          0 0.00161486          0          0
2897    44.7653    44.7794  -0.849715 -0.0013852  0.0016173          0 -0.000339678          0          0
2898    44.7744    44.8589  -0.326059 -0.000840627 -0.000209752          0 -0.00101287          0          0
2899    44.7811    44.7821   0.135796 0.000650733 0.000523868          0 0.000187543          0          0
2900    44.7983    44.8746  -0.691425  -0.004241 0.00290782          0 -0.00124846          0          0
2901    44.8186     44.885  -0.344897 -0.000235848 0.00134147          0 -0.0029636          0          0
2902     44.843     44.892    0.52917 0.00252641 -0.000504919          0 0.00157604          0          0
2903    44.8529    44.8778  -0.114421 -0.00452089 0.00375948          0 0.000255578          0          0
2904    44.8702    44.8625   0.802823 -0.00543976 0.00696076          0 0.00385261          0          0
2905    44.8851    44.9513  -0.532968 0.00275999   0.002201          0 0.000473825          0          0
2906    44.8992    44.9278  -0.100262 0.00239769 -0.00216152          0 -0.000514394          0          0
2907    44.9121    44.9596   0.234582 0.00237872 -6.55342e-05          0 -0.0010097          0          0
2908    44.9258    44.9586  -0.295484 0.00307894 0.000508792          0 -0.00195183          0          0
2909     44.957    44.9945    0.11597 -0.00166018 -3.4242e-05          0 -0.000473053          0          0
2910    44.9736    45.0234  -0.421561 -0.000791451 -0.00425287          0 -7.26734e-05          0          0
2911    44.9882    45.0042   0.529991 0.00142219 -0.00315748          0 0.000140254          0          0
2912    45.0051    45.0586  -0.703313 -0.000359987 -0.00118491          0 0.00254375          0          0
2913    45.0127    45.0533  0.0451673 0.000222948 -0.00183379          0 0.000969367          0          0
2914    45.0227    45.0593  -0.129503 -0.00423678  0.0025863          0 -0.00237288          0          0
2915    45.0497    45.0894 -0.0991767 -0.00335292  0.0066933          0 0.000178329          0          0
2916    45.0599    45.0778   0.205896 0.00160894 -0.00104668          0 0.000311951          0          0
2917    45.0939    45.1419  -0.920368 -0.00377006 0.00303362          0 -5.95116e-05          0          0
2918    45.1068     45.143  0.0482766 0.000189944 -0.00111191          0 -0.000912382          0          0
2919    45.1092    45.1512 -0.0142001 -0.00194004 -0.00114513          0 0.000821208          0          0
2920    45.1311     45.207   0.400971  0.0027303 -0.00309008          0 0.000830787          0          0
2921    45.1496    45.2034  -0.536085 0.00271873 -0.00246565          0 0.00152846          0          0
2922    45.1614    45.2023   0.303519 -0.00236005 0.000182828          0 -0.00158286          0          0
2923    45.1789    45.2498  -0.238379  0.0016033 -0.00427602          0 0.00171402          0          0
2924    45.1911    45.2371  -0.249929 0.00326668 -0.00265201          0 0.000240712          0          0
2925    45.2172    45.2635   0.279901 -0.000314578 0.000655697          0 0.00297477          0          0
2926    45.2274    45.2693  -0.140741  0.0013346 0.00248027          0 -0.00163853          0          0
2927    45.2385    45.2956  -0.233409 -0.00052765 -0.000299005          0 0.00113266          0          0
2928    45.2628    45.3166   0.140613 -0.00135288 0.00171559          0 -0.00212096          0          0
2929    45.2672    45.3211  -0.182119  0.0013152 -0.00312765          0 -0.00335107          0          0
2930    45.2841    45.3127   0.164064 0.000585435 0.00504719          0 0.000178802          0          0
2931    45.2951     45.379   0.177711 0.00318018 -0.000452168          0 0.00156192          0          0
2932    45.3155    45.3946  -0.267526  0.0037134 -0.00243331          0 -0.000149897          0          0
2933    45.3259    45.3607   0.922842 0.00363369 0.000788918          0 0.000722013          0          0
2934    45.3497    45.4225  -0.207446 -0.000616657 -0.00106255          0 -0.00161054          0          0
2935    45.3769    45.4237  -0.569887 0.00181138 -0.0005674          0 0.00124195          0          0
2936    45.4009    45.4431   0.192905 0.00389178 0.00205662          0 0.000173562          0          0
2937    45.4064    45.4648   0.495772 -0.00372501 0.00272705          0 0.00192371          0          0
2938    45.4231    45.4908   0.497587 0.000120708 -0.000603499          0 0.000179989          0          0
2939    45.4317    45.4882   0.506469 0.00205004 -0.00099449          0 0.000848327          0          0
2940    45.4606    45.5017  0.0459708 0.000461764 0.00115176          0 -0.00262799          0          0
2941    45.4719    45.5332   0.144163 0.00288553 0.00293893          0 -0.000154229          0          0
2942    45.4951    45.5332  -0.236108 -0.00262673 0.000301497          0 0.000511123          0          0
2943    45.5125    45.5538 -0.0646383 0.00468065 -0.000569952          0 0.000735568          0          0
2944    45.5331    45.5953   0.414323 0.00212072 -0.00211806          0 -2.64111e-05          0          0
2945    45.5478    45.5794  -0.204732 0.00382584 0.000660667          0 0.00175352          0          0
2946    45.5578    45.5747  0.0165326 0.000806121 -0.000266996          0 0.000848267          0          0
2947    45.5742    45.6359  -0.490035 0.00261836 -0.000147328          0 0.000636976          0          0
2948    45.6051    45.6524    0.50142 0.00381746 0.00149248          0 -0.00151833          0          0
2949    45.6266    45.6823   0.291356 -0.00275024 -0.000497733          0 -0.000798656          0          0
2950    45.6509    45.7062  -0.424572 0.00284748 -0.00375293          0 0.00097646          0          0
2951    45.6709     45.712   -0.12043 0.00353345 -0.00496948          0 -0.00152852          0          0
2952    45.6828    45.7335 -0.000420492 0.000358009 -0.000693843          0 -0.00103374          0          0
2953    45.7135    45.7769  0.0776141 0.00345652 -0.000390504          0 -0.00141786          0          0
2954    45.7208    45.7771  0.0499965 0.00151832 0.000383952          0 0.00517185          0          0
2955    45.7268    45.7797  0.0843061 -0.00334408 0.00117576          0 3.05039e-05          0          0
2956    45.7401    45.7609  -0.177336 0.00245608 -0.00140689          0 -0.000750415          0          0
2957    45.7659    45.8041  -0.617662 -0.00260881 0.000222614          0 0.00390259          0          0
2958    45.7884    45.8516   0.363693 0.00392888 -0.00284923          0 -0.00079752          0          0
2959    45.8092    45.8819    0.32783 -0.00139376 0.000286244          0 0.000783202          0          0
2960    45.8163    45.9047   0.898981  0.0039827 -0.00315429          0 0.000581946          0          0
2961    45.8294    45.8844 -0.0356947 -0.000172507  0.0013721          0 -0.00331568          0          0
2962    45.8601    45.8791  -0.286781 -0.00206581 0.00240274          0 -0.000603654          0          0
2963    45.8736    45.9217  -0.179994 0.00191398 0.000155722          0 9.03452e-05          0          0
2964    45.8804    45.8909  -0.312001 0.00112218 -0.00205316          0 -0.00081241          0          0
2965    45.8912    45.9326  0.0807178 -0.000706761 -7.84801e-06          0 -0.00149152          0          0
2966    45.9029    45.9679  -0.226684 -0.00077062 0.00389152          0 0.00127637          0          0
2967    45.9259    45.9918 -0.0938314 -0.000453221 -0.00207134          0 0.00120181          0          0
2968    45.9414    46.0037   0.781618 -0.000444047 -0.00201929          0  0.0039732          0          0
2969     45.971    46.0277  -0.686552 -0.00137322 -0.000582243          0 0.00196689          0          0
2970    45.9834    46.0469  -0.261192 -0.000326514 0.00315408          0 -0.00347257          0          0
2971     45.989    46.0353    0.10963 0.00152041 -0.000401335          0  0.0013335          0          0
2972    46.0199    46.0412   -0.16087 -0.00062772 -0.00377875          0 -0.00447871          0          0
2973    46.0366     46.077  -0.312883  0.0013699 -0.00412568          0 0.00241276          0          0
2974    46.0474    46.1009   0.796777 -0.0014387 0.00151728          0 -0.00184717          0          0
2975     46.066     46.124   0.295503 0.000714789 0.000994684          0 0.000255409          0          0
2976    46.0713    46.1165  0.0469155 0.000327271 -0.000645238          0 0.00270006          0          0
2977    46.0954    46.1562 -0.0813339 0.000778717 -0.000103067          0 -0.00144873          0          0
2978    46.1297    46.1867   0.196916 -0.000915433 -0.00313954          0 0.000319738          0          0
2979    46.1472    46.2068  0.0848899 0.000815968 -0.000919331          0  0.0032134          0          0
2980    46.1505    46.2035  -0.039047  0.0038594 -0.00139577          0 0.00194055          0          0
2981    46.1637    46.2282  -0.121678 -0.000575245 -0.00242991          0 7.40544e-05          0          0
2982     46.201     46.253    0.33265 0.00133329 -0.000358192          0 0.00147395          0          0
2983     46.217    46.2776  -0.169065 0.000173949 -0.00053714          0 -3.6538e-05          0          0
2984    46.2301    46.2981    1.25809 0.00177934 -0.00265535          0 -0.00185536          0          0
2985    46.2441    46.3097  -0.460103  0.0024093 -0.00190921          0 -0.000983922          0          0
2986    46.2577     46.285   0.350773 -0.000535672 0.00414514          0 0.00144455          0          0
2987     46.271    46.3205 -0.0591017 -0.00087785 0.00413833          0 -0.00244703          0          0
2988    46.2814    46.3501    1.06895 0.00123526 -0.00154876          0 -0.00130669          0          0
2989    46.3097    46.4002   0.132109 -0.00430086 0.00186433          0 -0.0020644          0          0
2990    46.3186    46.3715  -0.847598 -0.00458234 0.00201305          0 0.00331434          0          0
2991    46.3358    46.4062   0.479093 0.00207808 0.00258304          0 0.000642789          0          0
2992    46.3604    46.4139  -0.092691 -0.00151071 0.00041492          0 -0.00264981          0          0
2993    46.3731    46.4111   0.138315 -0.00113655 -0.00339245          0  -0.002523          0          0
2994    46.3918    46.4874  -0.320305 0.000472403 -0.00252629          0 0.00218336          0          0
2995    46.4022    46.4483  -0.351253 -0.000362141 -0.00213319          0 0.00282897          0          0
2996      46.41    46.4609    0.34945 -0.00726283 -0.00247728          0 0.000599054          0          0
2997    46.4392    46.5018   0.410182 -0.000151305 0.00261029          0 0.00184785          0          0
2998     46.445    46.5432 -0.0608546 -0.000465276  0.0008849          0 0.00463016          0          0
2999    46.4581    46.5123   0.933863 0.00110143 -0.00461192          0 0.00221775          0          0
3000    46.4842    46.5526   0.196644 -0.00130934 -0.00121806          0 -0.00172655          0          0
3001     46.498    46.5463   0.319184 -0.00291701 0.00288412          0 -0.000448492          0          0
3002    46.5143    46.5694  -0.284964 0.00190967 9.97727e-05          0 -0.00426872          0          0
3003    46.5169      46.58  -0.466426 0.00297443 -0.00272508          0 0.000653914          0          0
3004    46.5276    46.6175  0.0600895 -0.00288976  0.0017039          0 0.00149522          0          0
3005     46.556    46.6053  -0.337027 -0.000797889 -0.00230457          0 0.000184778          0          0
3006    46.5714    46.6153  -0.526208 0.000568737 -0.00291498          0 0.000554242          0          0
3007    46.5836     46.641   0.042786 0.00226763 -0.00131095          0 -0.00153116          0          0
3008    46.5909    46.6249   0.122888 -0.00229541 0.000423999          0 -0.000147802          0          0
3009    46.6036    46.6702    0.20511 0.00214467 -0.00113669          0 0.000917774          0          0
3010    46.6362    46.6935   0.326649 -0.000297771 -0.000591652          0 0.00171937          0          0
3011    46.6462    46.6998  -0.184923 0.00167383 -0.00194262          0 -0.00137043          0          0
3012     46.656    46.7183  0.0532247  -0.001281 0.00362259          0 -0.0012529          0          0
3013    46.6579     46.707  -0.141558 -0.00352865 0.00587939          0  0.0019785          0          0
3014    46.6928    46.7401  -0.422142 -0.00309865 -0.00130698          0 -0.000158347          0          0
3015    46.7014    46.7824  -0.405697 0.00305005 -0.00295722          0 -0.00122031          0          0
3016    46.7206    46.7959  -0.257654 0.00159369 -0.00474879          0 0.00024299          0          0
3017    46.7435    46.7738   -0.53619 0.00183093 -0.000721046          0 0.000410465          0          0
3018    46.7654    46.7789 -0.0724377 0.00151746 0.000232498          0 0.00164035          0          0
3019    46.7781    46.8391 -0.0220841 -0.000612976 -0.00326973          0 -0.00301327          0          0
3020    46.8055    46.8712   0.849161 -0.0012541 -0.000559495          0 0.000158791          0          0
3021    46.8219    46.9067 -0.0401564 0.00169224 0.00255399          0 0.00236986          0          0
3022    46.8333    46.8717   0.251696 -0.00199947 -4.86623e-05          0 -0.00103508          0          0
3023    46.8681    46.9232   0.080532 0.00275125 0.00120636          0 0.00126148          0          0
3024     46.884    46.9603  -0.586331 -0.00169842 -0.00269601          0 0.00196829          0          0
3025    46.8906    46.9274 -0.0530801 -0.00113227 -0.000323406          0 -0.00261701          0          0
3026    46.9171    46.9534  -0.737056 -0.00191091 0.000484952          0 -0.000496997          0          0
3027    46.9291     46.953   0.444726 0.000955214 -0.000829079          0 -0.000484011          0          0
3028    46.9395    46.9882  -0.170628 0.00199197 -0.00231899          0 0.00111968          0          0
3029    46.9519    47.0086  -0.588732 -0.00126017 0.00223611          0 -0.00199678          0          0
3030    46.9547    46.9777   -0.13464 -0.00123685 0.00313556          0 -0.000918058          0          0
3031    46.9773    47.0378   -1.35195 -0.00376822 0.00503633          0 -0.00264416          0          0
3032    46.9951    47.0317  -0.871834 0.000499208 -0.000610595          0 0.000600588          0          0
3033    47.0107    47.0833   0.862828 -0.00166441 0.000329058          0 -0.00209837          0          0
3034    47.0288     47.081 -0.0382334 -0.000838858 0.00288745          0 -0.00110367          0          0
3035    47.0414     47.107   0.540643 8.63624e-05 0.00125574          0 0.000795527          0          0
3036    47.0531    47.1122  -0.322339 -0.00179272 -0.00054261          0 0.00115672          0          0
3037    47.0921    47.1464   0.138834 -0.00151975 0.000108507          0 -0.00309579          0          0
3038    47.1142    47.1577  -0.259048 0.00185683  0.0020962          0 -0.00123536          0          0
3039    47.1217      47.17    0.40653 -0.00394392  0.0044984          0 -2.80338e-05          0          0
3040      47.13    47.1875  -0.210506 0.00178307 -0.000923685          0 -0.000825039          0          0
3041    47.1452    47.2121 -0.0770952 0.00272092 -0.00530514          0 0.00183326          0          0
3042    47.1496    47.1779  -0.230194 0.00370574 0.000212386          0 -0.000929746          0          0
3043    47.1656    47.2073  -0.209341 -0.00181354 0.00290942          0 -0.0025235          0          0
3044     47.176    47.2241   0.479917 0.00201932 0.00104554          0 0.00166859          0          0
3045    47.1869    47.2364  0.0897677 -8.65375e-06 0.000677559          0 -0.00210254          0          0
3046    47.2218    47.2355   0.268898 0.00265481 -0.0012218          0 0.00113543          0          0
3047    47.2336     47.277   0.275314 -0.00300623 -0.00286335          0 -0.00156239          0          0
3048    47.2412    47.3023 -0.0694931 -0.000237932 -0.000609255          0  0.0025182          0          0
3049    47.2653    47.3112   0.334808 0.00122069 -0.00138884          0 0.000160161          0          0
3050    47.2928    47.3569   0.291476 0.00220571 -0.00275366          0 -0.00343362          0          0
3051    47.3029    47.3316   0.199529 -0.00558045 0.00221868          0 -0.00309076          0          0
3052    47.3046    47.3765   0.298187 -0.0031471 0.000398789          0 -0.00109564          0          0
3053    47.3456    47.3986   0.343394 0.00260904 0.00160735          0 0.000837837          0          0
3054    47.3582    47.3684   0.272002 0.000752478 -0.00273956          0 -9.41153e-05          0          0
3055    47.3859    47.4324   -1.47454 -0.0011399 0.00145702          0  0.0028447          0          0
3056     47.403    47.4392   0.623338 0.00216333 -0.00390008          0 -0.000736784          0          0
3057    47.4095    47.4654  -0.127131 0.000226029 0.000127609          0 0.000993446          0          0
3058    47.4123    47.4519   0.120957 -0.00153316 0.00171415          0 -0.00520972          0          0
3059    47.4183    47.4249  0.0565056 0.000539454 0.00206115          0 0.000549031          0          0
3060    47.4502    47.5012   0.589713 -0.000138614 0.00470035          0 0.00078892          0          0
3061     47.475    47.5232  -0.227011 0.00299779 0.00333345          0 -0.000729714          0          0
3062    47.4864    47.5108   0.259762 -0.0013162  0.0016037          0 0.000826651          0          0
3063    47.4999    47.5302  0.0670849  0.0026163 -0.00396538          0 -0.00374906          0          0
3064    47.5166    47.5585   0.388837 0.000276562 -0.00105873          0 -0.00157676          0          0
3065    47.5229    47.5537  -0.190347 0.00264707 -0.00232215          0 0.00183754          0          0
3066    47.5398    47.5871  -0.408187 -0.00127668 -0.00096459          0 -0.000628009          0          0
3067    47.5548     47.616  -0.301589 -0.00420272 -0.000364204          0 0.00161602          0          0
